"","observation_date","common_name","observation_count"
"21133",2023-02-15,"Yellow-bellied Sapsucker",1
"21134",2023-02-15,"Yellow-rumped Warbler",NA
"21135",2023-02-16,"American Crow",45
"21136",2023-02-16,"American Goldfinch",NA
"21137",2023-02-16,"American Robin",103
"21138",2023-02-16,"Bald Eagle",1
"21139",2023-02-16,"Belted Kingfisher",3
"21140",2023-02-16,"Black Vulture",17
"21141",2023-02-16,"Blue Jay",34
"21142",2023-02-16,"Bonaparte's Gull",100
"21143",2023-02-16,"Brown Creeper",1
"21144",2023-02-16,"Bufflehead",9
"21145",2023-02-16,"Canada Goose",127
"21146",2023-02-16,"Carolina Chickadee",40
"21147",2023-02-16,"Carolina Wren",NA
"21148",2023-02-16,"Chipping Sparrow",4
"21149",2023-02-16,"Common Grackle",2
"21150",2023-02-16,"Dark-eyed Junco",23
"21151",2023-02-16,"Double-crested Cormorant",21
"21152",2023-02-16,"Downy Woodpecker",17
"21153",2023-02-16,"Eastern Bluebird",28
"21154",2023-02-16,"Eastern Phoebe",4
"21155",2023-02-16,"Eastern Towhee",27
"21156",2023-02-16,"European Starling",180
"21157",2023-02-16,"Field Sparrow",2
"21158",2023-02-16,"Fish Crow",6
"21159",2023-02-16,"Golden-crowned Kinglet",2
"21160",2023-02-16,"Great Blue Heron",16
"21161",2023-02-16,"Greater Scaup",4
"21162",2023-02-16,"Hairy Woodpecker",5
"21163",2023-02-16,"Hermit Thrush",3
"21164",2023-02-16,"Hooded Merganser",2
"21165",2023-02-16,"House Finch",NA
"21166",2023-02-16,"House Sparrow",4
"21167",2023-02-16,"Killdeer",22
"21168",2023-02-16,"Lesser Scaup",1
"21169",2023-02-16,"Mallard",39
"21170",2023-02-16,"Mourning Dove",30
"21171",2023-02-16,"Mute Swan",2
"21172",2023-02-16,"Northern Cardinal",NA
"21173",2023-02-16,"Northern Flicker",7
"21174",2023-02-16,"Northern Mockingbird",33
"21175",2023-02-16,"Palm Warbler",2
"21176",2023-02-16,"Pied-billed Grebe",1
"21177",2023-02-16,"Pine Warbler",3
"21178",2023-02-16,"Purple Finch",15
"21179",2023-02-16,"Red-bellied Woodpecker",15
"21180",2023-02-16,"Red-shouldered Hawk",4
"21181",2023-02-16,"Red-tailed Hawk",5
"21182",2023-02-16,"Red-winged Blackbird",8
"21183",2023-02-16,"Ring-billed Gull",14
"21184",2023-02-16,"Ring-necked Duck",1
"21185",2023-02-16,"Rock Pigeon",9
"21186",2023-02-16,"Ruby-crowned Kinglet",4
"21187",2023-02-16,"Sharp-shinned Hawk",1
"21188",2023-02-16,"Song Sparrow",32
"21189",2023-02-16,"Tufted Titmouse",33
"21190",2023-02-16,"Turkey Vulture",6
"21191",2023-02-16,"White-breasted Nuthatch",9
"21192",2023-02-16,"White-throated Sparrow",36
"21193",2023-02-16,"Wood Duck",1
"21194",2023-02-16,"Yellow-bellied Sapsucker",1
"21195",2023-02-16,"Yellow-rumped Warbler",12
"21196",2023-02-17,"American Crow",127
"21197",2023-02-17,"American Goldfinch",NA
"21198",2023-02-17,"American Kestrel",1
"21199",2023-02-17,"American Robin",161
"21200",2023-02-17,"Bald Eagle",4
"21201",2023-02-17,"Barred Owl",1
"21202",2023-02-17,"Belted Kingfisher",3
"21203",2023-02-17,"Black Vulture",10
"21204",2023-02-17,"Blue Jay",NA
"21205",2023-02-17,"Brown Creeper",2
"21206",2023-02-17,"Brown Thrasher",1
"21207",2023-02-17,"Brown-headed Cowbird",2
"21208",2023-02-17,"Brown-headed Nuthatch",1
"21209",2023-02-17,"Bufflehead",18
"21210",2023-02-17,"Canada Goose",112
"21211",2023-02-17,"Carolina Chickadee",NA
"21212",2023-02-17,"Carolina Wren",48
"21213",2023-02-17,"Cedar Waxwing",1
"21214",2023-02-17,"Chipping Sparrow",8
"21215",2023-02-17,"Common Grackle",6
"21216",2023-02-17,"Cooper's Hawk",2
"21217",2023-02-17,"Dark-eyed Junco",67
"21218",2023-02-17,"Double-crested Cormorant",31
"21219",2023-02-17,"Downy Woodpecker",NA
"21220",2023-02-17,"Eastern Bluebird",51
"21221",2023-02-17,"Eastern Meadowlark",1
"21222",2023-02-17,"Eastern Phoebe",5
"21223",2023-02-17,"Eastern Towhee",51
"21224",2023-02-17,"European Starling",1027
"21225",2023-02-17,"Field Sparrow",13
"21226",2023-02-17,"Golden-crowned Kinglet",1
"21227",2023-02-17,"Great Blue Heron",14
"21228",2023-02-17,"Greater Scaup",2
"21229",2023-02-17,"Hairy Woodpecker",NA
"21230",2023-02-17,"Hermit Thrush",3
"21231",2023-02-17,"House Finch",NA
"21232",2023-02-17,"House Sparrow",26
"21233",2023-02-17,"Killdeer",2
"21234",2023-02-17,"Mallard",79
"21235",2023-02-17,"Mourning Dove",NA
"21236",2023-02-17,"Mute Swan",4
"21237",2023-02-17,"Northern Cardinal",NA
"21238",2023-02-17,"Northern Flicker",3
"21239",2023-02-17,"Northern Mockingbird",NA
"21240",2023-02-17,"Orange-crowned Warbler",1
"21241",2023-02-17,"Pileated Woodpecker",1
"21242",2023-02-17,"Pine Siskin",1
"21243",2023-02-17,"Pine Warbler",4
"21244",2023-02-17,"Purple Finch",NA
"21245",2023-02-17,"Red-bellied Woodpecker",34
"21246",2023-02-17,"Red-breasted Nuthatch",1
"21247",2023-02-17,"Red-headed Woodpecker",1
"21248",2023-02-17,"Red-shouldered Hawk",8
"21249",2023-02-17,"Red-tailed Hawk",5
"21250",2023-02-17,"Red-winged Blackbird",3
"21251",2023-02-17,"Ring-billed Gull",207
"21252",2023-02-17,"Ring-necked Duck",2
"21253",2023-02-17,"Rock Pigeon",24
"21254",2023-02-17,"Ruby-crowned Kinglet",1
"21255",2023-02-17,"Sharp-shinned Hawk",1
"21256",2023-02-17,"Song Sparrow",47
"21257",2023-02-17,"Swamp Sparrow",1
"21258",2023-02-17,"Tree Swallow",2
"21259",2023-02-17,"Tufted Titmouse",NA
"21260",2023-02-17,"Turkey Vulture",11
"21261",2023-02-17,"White-breasted Nuthatch",NA
"21262",2023-02-17,"White-crowned Sparrow",7
"21263",2023-02-17,"White-throated Sparrow",77
"21264",2023-02-17,"Winter Wren",1
"21265",2023-02-17,"Wood Duck",4
"21266",2023-02-17,"Yellow-bellied Sapsucker",6
"21267",2023-02-17,"Yellow-rumped Warbler",18
"21268",2023-02-18,"American Coot",7
"21269",2023-02-18,"American Crow",NA
"21270",2023-02-18,"American Goldfinch",82
"21271",2023-02-18,"American Kestrel",2
"21272",2023-02-18,"American Robin",NA
"21273",2023-02-18,"American White Pelican",145
"21274",2023-02-18,"American Wigeon",3
"21275",2023-02-18,"American Woodcock",3
"21276",2023-02-18,"Bald Eagle",6
"21277",2023-02-18,"Barred Owl",2
"21278",2023-02-18,"Belted Kingfisher",5
"21279",2023-02-18,"Black Vulture",7
"21280",2023-02-18,"Blue Jay",NA
"21281",2023-02-18,"Bonaparte's Gull",23
"21282",2023-02-18,"Brown Creeper",2
"21283",2023-02-18,"Brown Thrasher",NA
"21284",2023-02-18,"Brown-headed Cowbird",NA
"21285",2023-02-18,"Brown-headed Nuthatch",NA
"21286",2023-02-18,"Bufflehead",5
"21287",2023-02-18,"Canada Goose",NA
"21288",2023-02-18,"Carolina Chickadee",NA
"21289",2023-02-18,"Carolina Wren",NA
"21290",2023-02-18,"Cedar Waxwing",3
"21291",2023-02-18,"Chipping Sparrow",2
"21292",2023-02-18,"Common Grackle",NA
"21293",2023-02-18,"Cooper's Hawk",1
"21294",2023-02-18,"Dark-eyed Junco",47
"21295",2023-02-18,"Double-crested Cormorant",7
"21296",2023-02-18,"Downy Woodpecker",NA
"21297",2023-02-18,"Eastern Bluebird",NA
"21298",2023-02-18,"Eastern Meadowlark",NA
"21299",2023-02-18,"Eastern Phoebe",7
"21300",2023-02-18,"Eastern Towhee",55
"21301",2023-02-18,"European Starling",NA
"21302",2023-02-18,"Field Sparrow",18
"21303",2023-02-18,"Fish Crow",2
"21304",2023-02-18,"Gadwall",4
"21305",2023-02-18,"Golden-crowned Kinglet",11
"21306",2023-02-18,"Great Blue Heron",15
"21307",2023-02-18,"Great Horned Owl",1
"21308",2023-02-18,"Greater Scaup",1
"21309",2023-02-18,"Green-winged Teal",7
"21310",2023-02-18,"Hairy Woodpecker",10
"21311",2023-02-18,"Hermit Thrush",3
"21312",2023-02-18,"House Finch",NA
"21313",2023-02-18,"House Sparrow",16
"21314",2023-02-18,"Killdeer",NA
"21315",2023-02-18,"Mallard",NA
"21316",2023-02-18,"Mourning Dove",NA
"21317",2023-02-18,"Muscovy Duck",7
"21318",2023-02-18,"Northern Cardinal",NA
"21319",2023-02-18,"Northern Flicker",NA
"21320",2023-02-18,"Northern Mockingbird",56
"21321",2023-02-18,"Orange-crowned Warbler",1
"21322",2023-02-18,"Osprey",1
"21323",2023-02-18,"Palm Warbler",2
"21324",2023-02-18,"Pied-billed Grebe",10
"21325",2023-02-18,"Pileated Woodpecker",4
"21326",2023-02-18,"Pine Warbler",22
"21327",2023-02-18,"Purple Finch",52
"21328",2023-02-18,"Red-bellied Woodpecker",NA
"21329",2023-02-18,"Red-breasted Nuthatch",3
"21330",2023-02-18,"Red-headed Woodpecker",NA
"21331",2023-02-18,"Red-shouldered Hawk",NA
"21332",2023-02-18,"Red-tailed Hawk",18
"21333",2023-02-18,"Red-winged Blackbird",11
"21334",2023-02-18,"Ring-billed Gull",NA
"21335",2023-02-18,"Ring-necked Duck",1
"21336",2023-02-18,"Rock Pigeon",4
"21337",2023-02-18,"Ruby-crowned Kinglet",NA
"21338",2023-02-18,"Rusty Blackbird",1
"21339",2023-02-18,"Song Sparrow",56
"21340",2023-02-18,"Swamp Sparrow",6
"21341",2023-02-18,"Tufted Titmouse",133
"21342",2023-02-18,"Turkey Vulture",23
"21343",2023-02-18,"White-breasted Nuthatch",NA
"21344",2023-02-18,"White-crowned Sparrow",13
"21345",2023-02-18,"White-throated Sparrow",NA
"21346",2023-02-18,"Wild Turkey",23
"21347",2023-02-18,"Winter Wren",2
"21348",2023-02-18,"Wood Duck",4
"21349",2023-02-18,"Yellow-bellied Sapsucker",NA
"21350",2023-02-18,"Yellow-rumped Warbler",NA
"21351",2023-02-19,"American Crow",NA
"21352",2023-02-19,"American Goldfinch",NA
"21353",2023-02-19,"American Robin",NA
"21354",2023-02-19,"American Woodcock",9
"21355",2023-02-19,"Bald Eagle",12
"21356",2023-02-19,"Barred Owl",1
"21357",2023-02-19,"Belted Kingfisher",14
"21358",2023-02-19,"Black Vulture",20
"21359",2023-02-19,"Blue Jay",NA
"21360",2023-02-19,"Bonaparte's Gull",60
"21361",2023-02-19,"Brown Creeper",5
"21362",2023-02-19,"Brown Thrasher",11
"21363",2023-02-19,"Brown-headed Cowbird",6
"21364",2023-02-19,"Brown-headed Nuthatch",4
"21365",2023-02-19,"Bufflehead",12
"21366",2023-02-19,"Canada Goose",131
"21367",2023-02-19,"Carolina Chickadee",NA
"21368",2023-02-19,"Carolina Wren",130
"21369",2023-02-19,"Cedar Waxwing",10
"21370",2023-02-19,"Chipping Sparrow",6
"21371",2023-02-19,"Common Grackle",114
"21372",2023-02-19,"Cooper's Hawk",1
"21373",2023-02-19,"Dark-eyed Junco",39
"21374",2023-02-19,"Double-crested Cormorant",35
"21375",2023-02-19,"Downy Woodpecker",88
"21376",2023-02-19,"Eastern Bluebird",127
"21377",2023-02-19,"Eastern Meadowlark",18
"21378",2023-02-19,"Eastern Phoebe",14
"21379",2023-02-19,"Eastern Screech-Owl",1
"21380",2023-02-19,"Eastern Towhee",NA
"21381",2023-02-19,"European Starling",NA
"21382",2023-02-19,"Field Sparrow",28
"21383",2023-02-19,"Fish Crow",4
"21384",2023-02-19,"Fox Sparrow",7
"21385",2023-02-19,"Golden-crowned Kinglet",19
"21386",2023-02-19,"Great Blue Heron",17
"21387",2023-02-19,"Great Horned Owl",2
"21388",2023-02-19,"Greater Scaup",3
"21389",2023-02-19,"Hairy Woodpecker",13
"21390",2023-02-19,"Hermit Thrush",7
"21391",2023-02-19,"House Finch",NA
"21392",2023-02-19,"House Sparrow",NA
"21393",2023-02-19,"Killdeer",29
"21394",2023-02-19,"Lesser Scaup",2
"21395",2023-02-19,"Mallard",97
"21396",2023-02-19,"Merlin",1
"21397",2023-02-19,"Mourning Dove",142
"21398",2023-02-19,"Mute Swan",5
"21399",2023-02-19,"Northern Cardinal",NA
"21400",2023-02-19,"Northern Flicker",NA
"21401",2023-02-19,"Northern Harrier",1
"21402",2023-02-19,"Northern Mockingbird",73
"21403",2023-02-19,"Orange-crowned Warbler",2
"21404",2023-02-19,"Palm Warbler",5
"21405",2023-02-19,"Peregrine Falcon",1
"21406",2023-02-19,"Pied-billed Grebe",2
"21407",2023-02-19,"Pileated Woodpecker",8
"21408",2023-02-19,"Pine Siskin",2
"21409",2023-02-19,"Pine Warbler",18
"21410",2023-02-19,"Purple Finch",22
"21411",2023-02-19,"Red-bellied Woodpecker",76
"21412",2023-02-19,"Red-breasted Nuthatch",1
"21413",2023-02-19,"Red-headed Woodpecker",2
"21414",2023-02-19,"Red-shouldered Hawk",27
"21415",2023-02-19,"Red-tailed Hawk",13
"21416",2023-02-19,"Red-winged Blackbird",NA
"21417",2023-02-19,"Ring-billed Gull",29
"21418",2023-02-19,"Rock Pigeon",31
"21419",2023-02-19,"Ruby-crowned Kinglet",36
"21420",2023-02-19,"Savannah Sparrow",2
"21421",2023-02-19,"Sharp-shinned Hawk",1
"21422",2023-02-19,"Song Sparrow",NA
"21423",2023-02-19,"Swamp Sparrow",6
"21424",2023-02-19,"Tree Swallow",4
"21425",2023-02-19,"Tufted Titmouse",NA
"21426",2023-02-19,"Turkey Vulture",66
"21427",2023-02-19,"White-breasted Nuthatch",47
"21428",2023-02-19,"White-crowned Sparrow",13
"21429",2023-02-19,"White-throated Sparrow",NA
"21430",2023-02-19,"Wild Turkey",8
"21431",2023-02-19,"Winter Wren",2
"21432",2023-02-19,"Wood Duck",6
"21433",2023-02-19,"Yellow-bellied Sapsucker",10
"21434",2023-02-19,"Yellow-rumped Warbler",52
"21435",2023-02-20,"American Black Duck",3
"21436",2023-02-20,"American Crow",NA
"21437",2023-02-20,"American Goldfinch",109
"21438",2023-02-20,"American Robin",NA
"21439",2023-02-20,"Bald Eagle",2
"21440",2023-02-20,"Barred Owl",1
"21441",2023-02-20,"Belted Kingfisher",3
"21442",2023-02-20,"Black Vulture",9
"21443",2023-02-20,"Blue Jay",84
"21444",2023-02-20,"Bonaparte's Gull",52
"21445",2023-02-20,"Brown Creeper",4
"21446",2023-02-20,"Brown Thrasher",6
"21447",2023-02-20,"Brown-headed Cowbird",10
"21448",2023-02-20,"Brown-headed Nuthatch",5
"21449",2023-02-20,"Bufflehead",6
"21450",2023-02-20,"Canada Goose",67
"21451",2023-02-20,"Carolina Chickadee",126
"21452",2023-02-20,"Carolina Wren",NA
"21453",2023-02-20,"Cedar Waxwing",1
"21454",2023-02-20,"Chipping Sparrow",19
"21455",2023-02-20,"Common Grackle",340
"21456",2023-02-20,"Cooper's Hawk",2
"21457",2023-02-20,"Dark-eyed Junco",54
"21458",2023-02-20,"Double-crested Cormorant",13
"21459",2023-02-20,"Downy Woodpecker",56
"21460",2023-02-20,"Eastern Bluebird",56
"21461",2023-02-20,"Eastern Meadowlark",3
"21462",2023-02-20,"Eastern Phoebe",9
"21463",2023-02-20,"Eastern Towhee",NA
"21464",2023-02-20,"European Starling",318
"21465",2023-02-20,"Field Sparrow",7
"21466",2023-02-20,"Fish Crow",4
"21467",2023-02-20,"Fox Sparrow",2
"21468",2023-02-20,"Gadwall",15
"21469",2023-02-20,"Golden-crowned Kinglet",9
"21470",2023-02-20,"Great Blue Heron",11
"21471",2023-02-20,"Great Horned Owl",5
"21472",2023-02-20,"Greater Scaup",1
"21473",2023-02-20,"Hairy Woodpecker",9
"21474",2023-02-20,"Hermit Thrush",1
"21475",2023-02-20,"Herring Gull",1
"21476",2023-02-20,"House Finch",NA
"21477",2023-02-20,"House Sparrow",26
"21478",2023-02-20,"Killdeer",3
"21479",2023-02-20,"Mallard",106
"21480",2023-02-20,"Merlin",2
"21481",2023-02-20,"Mourning Dove",132
"21482",2023-02-20,"Mute Swan",2
"21483",2023-02-20,"Northern Cardinal",185
"21484",2023-02-20,"Northern Flicker",7
"21485",2023-02-20,"Northern Harrier",1
"21486",2023-02-20,"Northern Mockingbird",53
"21487",2023-02-20,"Northern Shoveler",18
"21488",2023-02-20,"Orange-crowned Warbler",1
"21489",2023-02-20,"Osprey",1
"21490",2023-02-20,"Palm Warbler",2
"21491",2023-02-20,"Peregrine Falcon",1
"21492",2023-02-20,"Pied-billed Grebe",1
"21493",2023-02-20,"Pileated Woodpecker",7
"21494",2023-02-20,"Pine Siskin",7
"21495",2023-02-20,"Pine Warbler",10
"21496",2023-02-20,"Purple Finch",43
"21497",2023-02-20,"Red-bellied Woodpecker",49
"21498",2023-02-20,"Red-breasted Nuthatch",2
"21499",2023-02-20,"Red-headed Woodpecker",1
"21500",2023-02-20,"Red-shouldered Hawk",4
"21501",2023-02-20,"Red-tailed Hawk",2
"21502",2023-02-20,"Red-winged Blackbird",73
"21503",2023-02-20,"Ring-billed Gull",27
"21504",2023-02-20,"Ring-necked Duck",12
"21505",2023-02-20,"Rock Pigeon",8
"21506",2023-02-20,"Ruby-crowned Kinglet",5
"21507",2023-02-20,"Rusty Blackbird",2
"21508",2023-02-20,"Sharp-shinned Hawk",1
"21509",2023-02-20,"Song Sparrow",NA
"21510",2023-02-20,"Tufted Titmouse",115
"21511",2023-02-20,"Turkey Vulture",4
"21512",2023-02-20,"White-breasted Nuthatch",NA
"21513",2023-02-20,"White-throated Sparrow",58
"21514",2023-02-20,"Wild Turkey",17
"21515",2023-02-20,"Wood Duck",2
"21516",2023-02-20,"Yellow-bellied Sapsucker",5
"21517",2023-02-20,"Yellow-rumped Warbler",26
"21518",2023-02-21,"American Crow",54
"21519",2023-02-21,"American Goldfinch",17
"21520",2023-02-21,"American Kestrel",1
"21521",2023-02-21,"American Robin",149
"21522",2023-02-21,"Bald Eagle",1
"21523",2023-02-21,"Barred Owl",1
"21524",2023-02-21,"Belted Kingfisher",5
"21525",2023-02-21,"Black Vulture",8
"21526",2023-02-21,"Blue Jay",35
"21527",2023-02-21,"Bonaparte's Gull",11
"21528",2023-02-21,"Brown Creeper",2
"21529",2023-02-21,"Brown Thrasher",5
"21530",2023-02-21,"Brown-headed Cowbird",9
"21531",2023-02-21,"Brown-headed Nuthatch",4
"21532",2023-02-21,"Bufflehead",1
"21533",2023-02-21,"Canada Goose",37
"21534",2023-02-21,"Carolina Chickadee",51
"21535",2023-02-21,"Carolina Wren",35
"21536",2023-02-21,"Cedar Waxwing",15
"21537",2023-02-21,"Chipping Sparrow",17
"21538",2023-02-21,"Common Grackle",18
"21539",2023-02-21,"Cooper's Hawk",2
"21540",2023-02-21,"Dark-eyed Junco",16
"21541",2023-02-21,"Double-crested Cormorant",35
"21542",2023-02-21,"Downy Woodpecker",31
"21543",2023-02-21,"Eastern Bluebird",41
"21544",2023-02-21,"Eastern Meadowlark",13
"21545",2023-02-21,"Eastern Phoebe",6
"21546",2023-02-21,"Eastern Towhee",31
"21547",2023-02-21,"European Starling",185
"21548",2023-02-21,"Field Sparrow",2
"21549",2023-02-21,"Fish Crow",19
"21550",2023-02-21,"Fox Sparrow",1
"21551",2023-02-21,"Golden-crowned Kinglet",5
"21552",2023-02-21,"Great Blue Heron",10
"21553",2023-02-21,"Greater Scaup",2
"21554",2023-02-21,"Hairy Woodpecker",3
"21555",2023-02-21,"Hermit Thrush",1
"21556",2023-02-21,"House Finch",84
"21557",2023-02-21,"House Sparrow",21
"21558",2023-02-21,"Killdeer",18
"21559",2023-02-21,"Lesser Scaup",9
"21560",2023-02-21,"Mallard",31
"21561",2023-02-21,"Mourning Dove",53
"21562",2023-02-21,"Northern Cardinal",76
"21563",2023-02-21,"Northern Flicker",1
"21564",2023-02-21,"Northern Mockingbird",26
"21565",2023-02-21,"Orange-crowned Warbler",1
"21566",2023-02-21,"Osprey",1
"21567",2023-02-21,"Palm Warbler",3
"21568",2023-02-21,"Pied-billed Grebe",5
"21569",2023-02-21,"Pileated Woodpecker",5
"21570",2023-02-21,"Pine Warbler",5
"21571",2023-02-21,"Purple Finch",19
"21572",2023-02-21,"Red-bellied Woodpecker",23
"21573",2023-02-21,"Red-breasted Nuthatch",1
"21574",2023-02-21,"Red-shouldered Hawk",5
"21575",2023-02-21,"Red-tailed Hawk",7
"21576",2023-02-21,"Red-winged Blackbird",29
"21577",2023-02-21,"Redhead",2
"21578",2023-02-21,"Ring-billed Gull",190
"21579",2023-02-21,"Rock Pigeon",10
"21580",2023-02-21,"Ruby-crowned Kinglet",9
"21581",2023-02-21,"Rusty Blackbird",4
"21582",2023-02-21,"Sharp-shinned Hawk",1
"21583",2023-02-21,"Song Sparrow",43
"21584",2023-02-21,"Tree Swallow",3
"21585",2023-02-21,"Tufted Titmouse",51
"21586",2023-02-21,"Turkey Vulture",20
"21587",2023-02-21,"White-breasted Nuthatch",14
"21588",2023-02-21,"White-throated Sparrow",42
"21589",2023-02-21,"Wild Turkey",1
"21590",2023-02-21,"Wood Duck",1
"21591",2023-02-21,"Yellow-bellied Sapsucker",7
"21592",2023-02-21,"Yellow-rumped Warbler",24
"21593",2023-02-22,"American Crow",77
"21594",2023-02-22,"American Goldfinch",26
"21595",2023-02-22,"American Kestrel",5
"21596",2023-02-22,"American Robin",111
"21597",2023-02-22,"Bald Eagle",10
"21598",2023-02-22,"Barred Owl",2
"21599",2023-02-22,"Belted Kingfisher",6
"21600",2023-02-22,"Black Vulture",13
"21601",2023-02-22,"Blue Jay",47
"21602",2023-02-22,"Bonaparte's Gull",40
"21603",2023-02-22,"Brown Creeper",7
"21604",2023-02-22,"Brown Thrasher",4
"21605",2023-02-22,"Brown-headed Cowbird",14
"21606",2023-02-22,"Bufflehead",2
"21607",2023-02-22,"Canada Goose",90
"21608",2023-02-22,"Carolina Chickadee",85
"21609",2023-02-22,"Carolina Wren",45
"21610",2023-02-22,"Cedar Waxwing",2
"21611",2023-02-22,"Chipping Sparrow",2
"21612",2023-02-22,"Common Grackle",13
"21613",2023-02-22,"Cooper's Hawk",2
"21614",2023-02-22,"Dark-eyed Junco",21
"21615",2023-02-22,"Double-crested Cormorant",8
"21616",2023-02-22,"Downy Woodpecker",28
"21617",2023-02-22,"Eastern Bluebird",50
"21618",2023-02-22,"Eastern Meadowlark",5
"21619",2023-02-22,"Eastern Phoebe",10
"21620",2023-02-22,"Eastern Towhee",50
"21621",2023-02-22,"European Starling",230
"21622",2023-02-22,"Field Sparrow",36
"21623",2023-02-22,"Fish Crow",6
"21624",2023-02-22,"Fox Sparrow",4
"21625",2023-02-22,"Gadwall",4
"21626",2023-02-22,"Golden-crowned Kinglet",13
"21627",2023-02-22,"Great Blue Heron",16
"21628",2023-02-22,"Hairy Woodpecker",3
"21629",2023-02-22,"Hermit Thrush",3
"21630",2023-02-22,"Horned Grebe",1
"21631",2023-02-22,"House Finch",75
"21632",2023-02-22,"House Sparrow",17
"21633",2023-02-22,"Killdeer",45
"21634",2023-02-22,"Lesser Scaup",1
"21635",2023-02-22,"Mallard",17
"21636",2023-02-22,"Mourning Dove",60
"21637",2023-02-22,"Northern Cardinal",97
"21638",2023-02-22,"Northern Flicker",5
"21639",2023-02-22,"Northern Mockingbird",46
"21640",2023-02-22,"Orange-crowned Warbler",1
"21641",2023-02-22,"Osprey",1
"21642",2023-02-22,"Pied-billed Grebe",2
"21643",2023-02-22,"Pileated Woodpecker",2
"21644",2023-02-22,"Pine Warbler",4
"21645",2023-02-22,"Purple Finch",16
"21646",2023-02-22,"Red-bellied Woodpecker",26
"21647",2023-02-22,"Red-headed Woodpecker",4
"21648",2023-02-22,"Red-shouldered Hawk",10
"21649",2023-02-22,"Red-tailed Hawk",9
"21650",2023-02-22,"Red-winged Blackbird",46
"21651",2023-02-22,"Ring-billed Gull",16
"21652",2023-02-22,"Rock Pigeon",9
"21653",2023-02-22,"Ruby-crowned Kinglet",19
"21654",2023-02-22,"Savannah Sparrow",13
"21655",2023-02-22,"Sharp-shinned Hawk",1
"21656",2023-02-22,"Song Sparrow",58
"21657",2023-02-22,"Swamp Sparrow",11
"21658",2023-02-22,"Tree Swallow",13
"21659",2023-02-22,"Tufted Titmouse",65
"21660",2023-02-22,"Turkey Vulture",29
"21661",2023-02-22,"White-breasted Nuthatch",11
"21662",2023-02-22,"White-crowned Sparrow",19
"21663",2023-02-22,"White-throated Sparrow",50
"21664",2023-02-22,"Wild Turkey",1
"21665",2023-02-22,"Winter Wren",1
"21666",2023-02-22,"Wood Duck",10
"21667",2023-02-22,"Yellow-bellied Sapsucker",2
"21668",2023-02-22,"Yellow-rumped Warbler",32
"21669",2023-02-23,"American Crow",70
"21670",2023-02-23,"American Goldfinch",7
"21671",2023-02-23,"American Kestrel",1
"21672",2023-02-23,"American Robin",62
"21673",2023-02-23,"American White Pelican",218
"21674",2023-02-23,"American Woodcock",1
"21675",2023-02-23,"Bald Eagle",6
"21676",2023-02-23,"Barred Owl",1
"21677",2023-02-23,"Belted Kingfisher",4
"21678",2023-02-23,"Black Vulture",17
"21679",2023-02-23,"Blue Jay",33
"21680",2023-02-23,"Bonaparte's Gull",451
"21681",2023-02-23,"Brown Thrasher",2
"21682",2023-02-23,"Brown-headed Cowbird",11
"21683",2023-02-23,"Brown-headed Nuthatch",1
"21684",2023-02-23,"Canada Goose",NA
"21685",2023-02-23,"Carolina Chickadee",55
"21686",2023-02-23,"Carolina Wren",44
"21687",2023-02-23,"Chipping Sparrow",1
"21688",2023-02-23,"Common Grackle",304
"21689",2023-02-23,"Cooper's Hawk",2
"21690",2023-02-23,"Dark-eyed Junco",26
"21691",2023-02-23,"Double-crested Cormorant",41
"21692",2023-02-23,"Downy Woodpecker",20
"21693",2023-02-23,"Eastern Bluebird",52
"21694",2023-02-23,"Eastern Meadowlark",3
"21695",2023-02-23,"Eastern Phoebe",12
"21696",2023-02-23,"Eastern Screech-Owl",1
"21697",2023-02-23,"Eastern Towhee",43
"21698",2023-02-23,"European Starling",29
"21699",2023-02-23,"Field Sparrow",17
"21700",2023-02-23,"Fish Crow",4
"21701",2023-02-23,"Gadwall",6
"21702",2023-02-23,"Golden-crowned Kinglet",2
"21703",2023-02-23,"Great Blue Heron",5
"21704",2023-02-23,"Hooded Merganser",5
"21705",2023-02-23,"Horned Grebe",2
"21706",2023-02-23,"House Finch",43
"21707",2023-02-23,"House Sparrow",7
"21708",2023-02-23,"Killdeer",12
"21709",2023-02-23,"Lesser Scaup",1069
"21710",2023-02-23,"Mallard",29
"21711",2023-02-23,"Mourning Dove",44
"21712",2023-02-23,"Muscovy Duck",NA
"21713",2023-02-23,"Northern Cardinal",90
"21714",2023-02-23,"Northern Flicker",6
"21715",2023-02-23,"Northern Mockingbird",13
"21716",2023-02-23,"Northern Pintail",14
"21717",2023-02-23,"Orange-crowned Warbler",1
"21718",2023-02-23,"Osprey",1
"21719",2023-02-23,"Palm Warbler",2
"21720",2023-02-23,"Pied-billed Grebe",72
"21721",2023-02-23,"Pileated Woodpecker",2
"21722",2023-02-23,"Pine Warbler",3
"21723",2023-02-23,"Purple Finch",8
"21724",2023-02-23,"Red-bellied Woodpecker",24
"21725",2023-02-23,"Red-breasted Merganser",4
"21726",2023-02-23,"Red-necked Grebe",6
"21727",2023-02-23,"Red-shouldered Hawk",6
"21728",2023-02-23,"Red-tailed Hawk",6
"21729",2023-02-23,"Red-winged Blackbird",54
"21730",2023-02-23,"Redhead",53
"21731",2023-02-23,"Ring-billed Gull",404
"21732",2023-02-23,"Ring-necked Duck",40
"21733",2023-02-23,"Rock Pigeon",2
